ATOM_TYPE,X_COORD,Y_COORD,Z_COORD
Si,2.7306542518,2.7306542518,8.1919627555
Si,8.1919627555,2.7306542518,2.7306542518
Si,13.6532712592,8.1919627555,2.7306542518
Si,10.9226170073,0.0000000000,5.4613085037
Si,19.1145797628,8.1919627555,8.1919627555
Si,2.7306542518,19.1145797628,2.7306542518
Si,2.7306542518,13.6532712592,8.1919627555
Si,5.4613085037,10.9226170073,0.0000000000
Si,8.1919627555,13.6532712592,2.7306542518
Si,5.4613085037,16.3839255110,5.4613085037
Si,13.6532712592,19.1145797628,2.7306542518
Si,10.9226170073,10.9226170073,5.4613085037
Si,13.6532712592,13.6532712592,8.1919627555
Si,16.3839255110,10.9226170073,0.0000000000
Si,0.0000000000,0.0000000000,16.3839255110
Si,8.1919627555,2.7306542518,13.6532712592
Si,5.4613085037,5.4613085037,16.3839255110
Si,13.6532712592,8.1919627555,13.6532712592
Si,10.9226170073,0.0000000000,16.3839255110
Si,10.9226170073,5.4613085037,10.9226170073
Si,19.1145797628,8.1919627555,19.1145797628
Si,2.7306542518,19.1145797628,13.6532712592
Si,2.7306542518,13.6532712592,19.1145797628
Si,8.1919627555,19.1145797628,19.1145797628
Si,5.4613085037,10.9226170073,10.9226170073
Si,8.1919627555,13.6532712592,13.6532712592
Si,5.4613085037,16.3839255110,16.3839255110
Si,13.6532712592,19.1145797628,13.6532712592
Si,10.9226170073,10.9226170073,16.3839255110
Si,19.1145797628,19.1145797628,19.1145797628
Si,16.3839255110,10.9226170073,10.9226170073
Si,16.3839255110,16.3839255110,16.3839255110
Ge,0.0000000000,0.0000000000,5.4613085037
Ge,0.0000000000,5.4613085037,0.0000000000
Ge,5.4613085037,5.4613085037,5.4613085037
Ge,16.3839255110,0.0000000000,0.0000000000
Ge,16.3839255110,5.4613085037,5.4613085037
Ge,8.1919627555,19.1145797628,8.1919627555
Ge,19.1145797628,13.6532712592,2.7306542518
Ge,16.3839255110,16.3839255110,5.4613085037
Ge,2.7306542518,8.1919627555,13.6532712592
Ge,2.7306542518,2.7306542518,19.1145797628
Ge,0.0000000000,5.4613085037,10.9226170073
Ge,5.4613085037,0.0000000000,10.9226170073
Ge,19.1145797628,2.7306542518,13.6532712592
Ge,13.6532712592,13.6532712592,19.1145797628
Ge,10.9226170073,16.3839255110,10.9226170073
Ge,19.1145797628,13.6532712592,13.6532712592
Sn,2.7306542518,8.1919627555,2.7306542518
Sn,8.1919627555,8.1919627555,8.1919627555
Sn,5.4613085037,0.0000000000,0.0000000000
Sn,13.6532712592,2.7306542518,8.1919627555
Sn,10.9226170073,5.4613085037,0.0000000000
Sn,19.1145797628,2.7306542518,2.7306542518
Sn,0.0000000000,10.9226170073,5.4613085037
Sn,0.0000000000,16.3839255110,0.0000000000
Sn,10.9226170073,16.3839255110,0.0000000000
Sn,19.1145797628,19.1145797628,8.1919627555
Sn,8.1919627555,8.1919627555,19.1145797628
Sn,13.6532712592,2.7306542518,19.1145797628
Sn,16.3839255110,0.0000000000,10.9226170073
Sn,16.3839255110,5.4613085037,16.3839255110
Sn,0.0000000000,10.9226170073,16.3839255110
Sn,0.0000000000,16.3839255110,10.9226170073
