ATOM_TYPE,X_COORD,Y_COORD,Z_COORD
Si,2.5700275311,7.7100825934,2.5700275311
Si,0.0000000000,0.0000000000,5.1400550623
Si,2.5700275311,2.5700275311,7.7100825934
Si,0.0000000000,5.1400550623,0.0000000000
Si,7.7100825934,7.7100825934,7.7100825934
Si,5.1400550623,0.0000000000,0.0000000000
Si,7.7100825934,2.5700275311,2.5700275311
Si,5.1400550623,5.1400550623,5.1400550623
Si,12.8501376557,7.7100825934,2.5700275311
Si,10.2801101246,0.0000000000,5.1400550623
Si,12.8501376557,2.5700275311,7.7100825934
Si,10.2801101246,5.1400550623,0.0000000000
Si,17.9901927180,7.7100825934,7.7100825934
Si,15.4201651868,0.0000000000,0.0000000000
Si,17.9901927180,2.5700275311,2.5700275311
Si,15.4201651868,5.1400550623,5.1400550623
Si,2.5700275311,17.9901927180,2.5700275311
Si,0.0000000000,10.2801101246,5.1400550623
Si,2.5700275311,12.8501376557,7.7100825934
Si,0.0000000000,15.4201651868,0.0000000000
Si,7.7100825934,17.9901927180,7.7100825934
Si,5.1400550623,10.2801101246,0.0000000000
Si,7.7100825934,12.8501376557,2.5700275311
Si,5.1400550623,15.4201651868,5.1400550623
Si,12.8501376557,17.9901927180,2.5700275311
Si,10.2801101246,10.2801101246,5.1400550623
Si,12.8501376557,12.8501376557,7.7100825934
Si,10.2801101246,15.4201651868,0.0000000000
Si,17.9901927180,17.9901927180,7.7100825934
Si,15.4201651868,10.2801101246,0.0000000000
Si,17.9901927180,12.8501376557,2.5700275311
Si,15.4201651868,15.4201651868,5.1400550623
Si,2.5700275311,7.7100825934,12.8501376557
Si,0.0000000000,0.0000000000,15.4201651868
Si,2.5700275311,2.5700275311,17.9901927180
Si,0.0000000000,5.1400550623,10.2801101246
Si,7.7100825934,7.7100825934,17.9901927180
Si,5.1400550623,0.0000000000,10.2801101246
Si,7.7100825934,2.5700275311,12.8501376557
Si,5.1400550623,5.1400550623,15.4201651868
Si,12.8501376557,7.7100825934,12.8501376557
Si,10.2801101246,0.0000000000,15.4201651868
Si,12.8501376557,2.5700275311,17.9901927180
Si,10.2801101246,5.1400550623,10.2801101246
Si,17.9901927180,7.7100825934,17.9901927180
Si,15.4201651868,0.0000000000,10.2801101246
Si,17.9901927180,2.5700275311,12.8501376557
Si,15.4201651868,5.1400550623,15.4201651868
Si,2.5700275311,17.9901927180,12.8501376557
Si,0.0000000000,10.2801101246,15.4201651868
Si,2.5700275311,12.8501376557,17.9901927180
Si,0.0000000000,15.4201651868,10.2801101246
Si,7.7100825934,17.9901927180,17.9901927180
Si,5.1400550623,10.2801101246,10.2801101246
Si,7.7100825934,12.8501376557,12.8501376557
Si,5.1400550623,15.4201651868,15.4201651868
Si,12.8501376557,17.9901927180,12.8501376557
Si,10.2801101246,10.2801101246,15.4201651868
Si,12.8501376557,12.8501376557,17.9901927180
Si,10.2801101246,15.4201651868,10.2801101246
Si,17.9901927180,17.9901927180,17.9901927180
Si,15.4201651868,10.2801101246,10.2801101246
Si,17.9901927180,12.8501376557,12.8501376557
Si,15.4201651868,15.4201651868,15.4201651868
