ATOM_TYPE,X_COORD,Y_COORD,Z_COORD
Si,0.0000000000,5.8345294135,0.0000000000
Si,8.7517941203,8.7517941203,8.7517941203
Si,20.4208529473,8.7517941203,8.7517941203
Si,17.5035882406,5.8345294135,5.8345294135
Si,0.0000000000,17.5035882406,0.0000000000
Si,17.5035882406,11.6690588270,0.0000000000
Si,0.0000000000,5.8345294135,11.6690588270
Si,5.8345294135,0.0000000000,11.6690588270
Si,8.7517941203,2.9172647068,14.5863235338
Si,14.5863235338,2.9172647068,20.4208529473
Si,17.5035882406,0.0000000000,11.6690588270
Si,8.7517941203,20.4208529473,20.4208529473
Si,5.8345294135,11.6690588270,11.6690588270
Si,5.8345294135,17.5035882406,17.5035882406
Si,14.5863235338,14.5863235338,20.4208529473
Si,20.4208529473,14.5863235338,14.5863235338
Ge,14.5863235338,2.9172647068,8.7517941203
Ge,0.0000000000,11.6690588270,5.8345294135
Ge,17.5035882406,17.5035882406,5.8345294135
Ge,0.0000000000,0.0000000000,17.5035882406
Ge,20.4208529473,2.9172647068,14.5863235338
Ge,2.9172647068,20.4208529473,14.5863235338
Ge,11.6690588270,11.6690588270,17.5035882406
Ge,11.6690588270,17.5035882406,11.6690588270
Sn,2.9172647068,8.7517941203,2.9172647068
Sn,0.0000000000,0.0000000000,5.8345294135
Sn,2.9172647068,2.9172647068,8.7517941203
Sn,5.8345294135,0.0000000000,0.0000000000
Sn,8.7517941203,2.9172647068,2.9172647068
Sn,5.8345294135,5.8345294135,5.8345294135
Sn,14.5863235338,8.7517941203,2.9172647068
Sn,11.6690588270,0.0000000000,5.8345294135
Sn,11.6690588270,5.8345294135,0.0000000000
Sn,17.5035882406,0.0000000000,0.0000000000
Sn,20.4208529473,2.9172647068,2.9172647068
Sn,2.9172647068,20.4208529473,2.9172647068
Sn,2.9172647068,14.5863235338,8.7517941203
Sn,8.7517941203,20.4208529473,8.7517941203
Sn,5.8345294135,11.6690588270,0.0000000000
Sn,8.7517941203,14.5863235338,2.9172647068
Sn,5.8345294135,17.5035882406,5.8345294135
Sn,14.5863235338,20.4208529473,2.9172647068
Sn,11.6690588270,11.6690588270,5.8345294135
Sn,14.5863235338,14.5863235338,8.7517941203
Sn,11.6690588270,17.5035882406,0.0000000000
Sn,20.4208529473,20.4208529473,8.7517941203
Sn,20.4208529473,14.5863235338,2.9172647068
Sn,2.9172647068,8.7517941203,14.5863235338
Sn,2.9172647068,2.9172647068,20.4208529473
Sn,8.7517941203,8.7517941203,20.4208529473
Sn,5.8345294135,5.8345294135,17.5035882406
Sn,14.5863235338,8.7517941203,14.5863235338
Sn,11.6690588270,0.0000000000,17.5035882406
Sn,11.6690588270,5.8345294135,11.6690588270
Sn,20.4208529473,8.7517941203,20.4208529473
Sn,17.5035882406,5.8345294135,17.5035882406
Sn,0.0000000000,11.6690588270,17.5035882406
Sn,2.9172647068,14.5863235338,20.4208529473
Sn,0.0000000000,17.5035882406,11.6690588270
Sn,8.7517941203,14.5863235338,14.5863235338
Sn,14.5863235338,20.4208529473,14.5863235338
Sn,20.4208529473,20.4208529473,20.4208529473
Sn,17.5035882406,11.6690588270,11.6690588270
Sn,17.5035882406,17.5035882406,17.5035882406
