ATOM_TYPE,X_COORD,Y_COORD,Z_COORD
Si,2.6379395638,7.9138186914,2.6379395638
Si,2.6379395638,2.6379395638,7.9138186914
Si,0.0000000000,5.2758791276,0.0000000000
Si,5.2758791276,5.2758791276,5.2758791276
Si,10.5517582551,5.2758791276,0.0000000000
Si,18.4655769465,7.9138186914,7.9138186914
Si,15.8276373827,0.0000000000,0.0000000000
Si,18.4655769465,2.6379395638,2.6379395638
Si,15.8276373827,5.2758791276,5.2758791276
Si,0.0000000000,10.5517582551,5.2758791276
Si,2.6379395638,13.1896978189,7.9138186914
Si,7.9138186914,13.1896978189,2.6379395638
Si,10.5517582551,10.5517582551,5.2758791276
Si,18.4655769465,13.1896978189,2.6379395638
Si,2.6379395638,2.6379395638,18.4655769465
Si,7.9138186914,7.9138186914,18.4655769465
Si,13.1896978189,7.9138186914,13.1896978189
Si,10.5517582551,5.2758791276,10.5517582551
Si,18.4655769465,2.6379395638,13.1896978189
Si,15.8276373827,5.2758791276,15.8276373827
Si,0.0000000000,10.5517582551,15.8276373827
Si,5.2758791276,10.5517582551,10.5517582551
Si,13.1896978189,13.1896978189,18.4655769465
Si,18.4655769465,18.4655769465,18.4655769465
Ge,0.0000000000,0.0000000000,5.2758791276
Ge,7.9138186914,7.9138186914,7.9138186914
Ge,5.2758791276,0.0000000000,0.0000000000
Ge,7.9138186914,2.6379395638,2.6379395638
Ge,13.1896978189,7.9138186914,2.6379395638
Ge,10.5517582551,0.0000000000,5.2758791276
Ge,13.1896978189,2.6379395638,7.9138186914
Ge,2.6379395638,18.4655769465,2.6379395638
Ge,0.0000000000,15.8276373827,0.0000000000
Ge,7.9138186914,18.4655769465,7.9138186914
Ge,5.2758791276,10.5517582551,0.0000000000
Ge,5.2758791276,15.8276373827,5.2758791276
Ge,13.1896978189,18.4655769465,2.6379395638
Ge,13.1896978189,13.1896978189,7.9138186914
Ge,10.5517582551,15.8276373827,0.0000000000
Ge,18.4655769465,18.4655769465,7.9138186914
Ge,15.8276373827,10.5517582551,0.0000000000
Ge,15.8276373827,15.8276373827,5.2758791276
Ge,2.6379395638,7.9138186914,13.1896978189
Ge,0.0000000000,0.0000000000,15.8276373827
Ge,0.0000000000,5.2758791276,10.5517582551
Ge,5.2758791276,0.0000000000,10.5517582551
Ge,7.9138186914,2.6379395638,13.1896978189
Ge,5.2758791276,5.2758791276,15.8276373827
Ge,10.5517582551,0.0000000000,15.8276373827
Ge,13.1896978189,2.6379395638,18.4655769465
Ge,18.4655769465,7.9138186914,18.4655769465
Ge,15.8276373827,0.0000000000,10.5517582551
Ge,2.6379395638,18.4655769465,13.1896978189
Ge,2.6379395638,13.1896978189,18.4655769465
Ge,0.0000000000,15.8276373827,10.5517582551
Ge,7.9138186914,18.4655769465,18.4655769465
Ge,7.9138186914,13.1896978189,13.1896978189
Ge,5.2758791276,15.8276373827,15.8276373827
Ge,13.1896978189,18.4655769465,13.1896978189
Ge,10.5517582551,10.5517582551,15.8276373827
Ge,10.5517582551,15.8276373827,10.5517582551
Ge,15.8276373827,10.5517582551,10.5517582551
Ge,18.4655769465,13.1896978189,13.1896978189
Ge,15.8276373827,15.8276373827,15.8276373827
