ATOM_TYPE,X_COORD,Y_COORD,Z_COORD
Ge,12.2029064576,0.0000000000,6.1014532288
Ge,3.0507266144,21.3550863008,3.0507266144
Ge,12.2029064576,12.2029064576,6.1014532288
Ge,6.1014532288,0.0000000000,12.2029064576
Ge,6.1014532288,6.1014532288,18.3043596864
Ge,18.3043596864,6.1014532288,18.3043596864
Ge,12.2029064576,12.2029064576,18.3043596864
Ge,18.3043596864,18.3043596864,18.3043596864
Sn,3.0507266144,9.1521798432,3.0507266144
Sn,0.0000000000,0.0000000000,6.1014532288
Sn,3.0507266144,3.0507266144,9.1521798432
Sn,0.0000000000,6.1014532288,0.0000000000
Sn,9.1521798432,9.1521798432,9.1521798432
Sn,6.1014532288,0.0000000000,0.0000000000
Sn,9.1521798432,3.0507266144,3.0507266144
Sn,6.1014532288,6.1014532288,6.1014532288
Sn,15.2536330720,9.1521798432,3.0507266144
Sn,15.2536330720,3.0507266144,9.1521798432
Sn,12.2029064576,6.1014532288,0.0000000000
Sn,21.3550863008,9.1521798432,9.1521798432
Sn,18.3043596864,0.0000000000,0.0000000000
Sn,21.3550863008,3.0507266144,3.0507266144
Sn,18.3043596864,6.1014532288,6.1014532288
Sn,0.0000000000,12.2029064576,6.1014532288
Sn,3.0507266144,15.2536330720,9.1521798432
Sn,0.0000000000,18.3043596864,0.0000000000
Sn,9.1521798432,21.3550863008,9.1521798432
Sn,6.1014532288,12.2029064576,0.0000000000
Sn,9.1521798432,15.2536330720,3.0507266144
Sn,6.1014532288,18.3043596864,6.1014532288
Sn,15.2536330720,21.3550863008,3.0507266144
Sn,15.2536330720,15.2536330720,9.1521798432
Sn,12.2029064576,18.3043596864,0.0000000000
Sn,21.3550863008,21.3550863008,9.1521798432
Sn,18.3043596864,12.2029064576,0.0000000000
Sn,21.3550863008,15.2536330720,3.0507266144
Sn,18.3043596864,18.3043596864,6.1014532288
Sn,3.0507266144,9.1521798432,15.2536330720
Sn,0.0000000000,0.0000000000,18.3043596864
Sn,3.0507266144,3.0507266144,21.3550863008
Sn,0.0000000000,6.1014532288,12.2029064576
Sn,9.1521798432,9.1521798432,21.3550863008
Sn,9.1521798432,3.0507266144,15.2536330720
Sn,15.2536330720,9.1521798432,15.2536330720
Sn,12.2029064576,0.0000000000,18.3043596864
Sn,15.2536330720,3.0507266144,21.3550863008
Sn,12.2029064576,6.1014532288,12.2029064576
Sn,21.3550863008,9.1521798432,21.3550863008
Sn,18.3043596864,0.0000000000,12.2029064576
Sn,21.3550863008,3.0507266144,15.2536330720
Sn,3.0507266144,21.3550863008,15.2536330720
Sn,0.0000000000,12.2029064576,18.3043596864
Sn,3.0507266144,15.2536330720,21.3550863008
Sn,0.0000000000,18.3043596864,12.2029064576
Sn,9.1521798432,21.3550863008,21.3550863008
Sn,6.1014532288,12.2029064576,12.2029064576
Sn,9.1521798432,15.2536330720,15.2536330720
Sn,6.1014532288,18.3043596864,18.3043596864
Sn,15.2536330720,21.3550863008,15.2536330720
Sn,15.2536330720,15.2536330720,21.3550863008
Sn,12.2029064576,18.3043596864,12.2029064576
Sn,21.3550863008,21.3550863008,21.3550863008
Sn,18.3043596864,12.2029064576,12.2029064576
Sn,21.3550863008,15.2536330720,15.2536330720
