ATOM_TYPE,X_COORD,Y_COORD,Z_COORD
Si,2.6651043768,7.9953131305,2.6651043768
Si,5.3302087537,0.0000000000,0.0000000000
Si,15.9906262611,10.6604175074,0.0000000000
Si,15.9906262611,15.9906262611,5.3302087537
Si,2.6651043768,7.9953131305,13.3255218842
Si,0.0000000000,5.3302087537,10.6604175074
Si,13.3255218842,2.6651043768,18.6557306379
Si,13.3255218842,18.6557306379,13.3255218842
Ge,0.0000000000,0.0000000000,5.3302087537
Ge,2.6651043768,2.6651043768,7.9953131305
Ge,0.0000000000,5.3302087537,0.0000000000
Ge,7.9953131305,7.9953131305,7.9953131305
Ge,7.9953131305,2.6651043768,2.6651043768
Ge,5.3302087537,5.3302087537,5.3302087537
Ge,13.3255218842,7.9953131305,2.6651043768
Ge,10.6604175074,0.0000000000,5.3302087537
Ge,13.3255218842,2.6651043768,7.9953131305
Ge,10.6604175074,5.3302087537,0.0000000000
Ge,18.6557306379,7.9953131305,7.9953131305
Ge,15.9906262611,0.0000000000,0.0000000000
Ge,18.6557306379,2.6651043768,2.6651043768
Ge,15.9906262611,5.3302087537,5.3302087537
Ge,2.6651043768,18.6557306379,2.6651043768
Ge,0.0000000000,10.6604175074,5.3302087537
Ge,2.6651043768,13.3255218842,7.9953131305
Ge,0.0000000000,15.9906262611,0.0000000000
Ge,7.9953131305,18.6557306379,7.9953131305
Ge,5.3302087537,10.6604175074,0.0000000000
Ge,7.9953131305,13.3255218842,2.6651043768
Ge,5.3302087537,15.9906262611,5.3302087537
Ge,13.3255218842,18.6557306379,2.6651043768
Ge,10.6604175074,10.6604175074,5.3302087537
Ge,13.3255218842,13.3255218842,7.9953131305
Ge,10.6604175074,15.9906262611,0.0000000000
Ge,18.6557306379,18.6557306379,7.9953131305
Ge,18.6557306379,13.3255218842,2.6651043768
Ge,0.0000000000,0.0000000000,15.9906262611
Ge,2.6651043768,2.6651043768,18.6557306379
Ge,7.9953131305,7.9953131305,18.6557306379
Ge,5.3302087537,0.0000000000,10.6604175074
Ge,7.9953131305,2.6651043768,13.3255218842
Ge,5.3302087537,5.3302087537,15.9906262611
Ge,13.3255218842,7.9953131305,13.3255218842
Ge,10.6604175074,0.0000000000,15.9906262611
Ge,10.6604175074,5.3302087537,10.6604175074
Ge,18.6557306379,7.9953131305,18.6557306379
Ge,15.9906262611,0.0000000000,10.6604175074
Ge,18.6557306379,2.6651043768,13.3255218842
Ge,15.9906262611,5.3302087537,15.9906262611
Ge,2.6651043768,18.6557306379,13.3255218842
Ge,0.0000000000,10.6604175074,15.9906262611
Ge,2.6651043768,13.3255218842,18.6557306379
Ge,0.0000000000,15.9906262611,10.6604175074
Ge,7.9953131305,18.6557306379,18.6557306379
Ge,5.3302087537,10.6604175074,10.6604175074
Ge,7.9953131305,13.3255218842,13.3255218842
Ge,5.3302087537,15.9906262611,15.9906262611
Ge,10.6604175074,10.6604175074,15.9906262611
Ge,13.3255218842,13.3255218842,18.6557306379
Ge,10.6604175074,15.9906262611,10.6604175074
Ge,18.6557306379,18.6557306379,18.6557306379
Ge,15.9906262611,10.6604175074,10.6604175074
Ge,18.6557306379,13.3255218842,13.3255218842
Ge,15.9906262611,15.9906262611,15.9906262611
