ATOM_TYPE,X_COORD,Y_COORD,Z_COORD
Si,2.8109676122,8.4329028365,2.8109676122
Si,8.4329028365,2.8109676122,2.8109676122
Si,5.6219352244,5.6219352244,5.6219352244
Si,19.6767732853,8.4329028365,8.4329028365
Si,19.6767732853,2.8109676122,2.8109676122
Si,8.4329028365,19.6767732853,8.4329028365
Si,5.6219352244,16.8658056731,5.6219352244
Si,11.2438704487,16.8658056731,0.0000000000
Si,16.8658056731,11.2438704487,0.0000000000
Si,14.0548380609,8.4329028365,14.0548380609
Si,11.2438704487,5.6219352244,11.2438704487
Si,19.6767732853,2.8109676122,14.0548380609
Si,0.0000000000,11.2438704487,16.8658056731
Si,5.6219352244,11.2438704487,11.2438704487
Si,8.4329028365,14.0548380609,14.0548380609
Si,11.2438704487,11.2438704487,16.8658056731
Ge,8.4329028365,8.4329028365,8.4329028365
Ge,11.2438704487,0.0000000000,5.6219352244
Ge,14.0548380609,2.8109676122,8.4329028365
Ge,2.8109676122,19.6767732853,2.8109676122
Ge,0.0000000000,11.2438704487,5.6219352244
Ge,2.8109676122,14.0548380609,8.4329028365
Ge,0.0000000000,16.8658056731,0.0000000000
Ge,5.6219352244,11.2438704487,0.0000000000
Ge,8.4329028365,14.0548380609,2.8109676122
Ge,11.2438704487,11.2438704487,5.6219352244
Ge,14.0548380609,14.0548380609,8.4329028365
Ge,19.6767732853,19.6767732853,8.4329028365
Ge,19.6767732853,14.0548380609,2.8109676122
Ge,0.0000000000,0.0000000000,16.8658056731
Ge,2.8109676122,2.8109676122,19.6767732853
Ge,8.4329028365,8.4329028365,19.6767732853
Ge,11.2438704487,0.0000000000,16.8658056731
Ge,14.0548380609,2.8109676122,19.6767732853
Ge,2.8109676122,19.6767732853,14.0548380609
Ge,0.0000000000,16.8658056731,11.2438704487
Ge,8.4329028365,19.6767732853,19.6767732853
Ge,14.0548380609,14.0548380609,19.6767732853
Ge,19.6767732853,19.6767732853,19.6767732853
Ge,16.8658056731,11.2438704487,11.2438704487
Sn,0.0000000000,0.0000000000,5.6219352244
Sn,2.8109676122,2.8109676122,8.4329028365
Sn,0.0000000000,5.6219352244,0.0000000000
Sn,5.6219352244,0.0000000000,0.0000000000
Sn,14.0548380609,8.4329028365,2.8109676122
Sn,11.2438704487,5.6219352244,0.0000000000
Sn,16.8658056731,0.0000000000,0.0000000000
Sn,16.8658056731,5.6219352244,5.6219352244
Sn,14.0548380609,19.6767732853,2.8109676122
Sn,16.8658056731,16.8658056731,5.6219352244
Sn,2.8109676122,8.4329028365,14.0548380609
Sn,0.0000000000,5.6219352244,11.2438704487
Sn,5.6219352244,0.0000000000,11.2438704487
Sn,8.4329028365,2.8109676122,14.0548380609
Sn,5.6219352244,5.6219352244,16.8658056731
Sn,19.6767732853,8.4329028365,19.6767732853
Sn,16.8658056731,0.0000000000,11.2438704487
Sn,16.8658056731,5.6219352244,16.8658056731
Sn,2.8109676122,14.0548380609,19.6767732853
Sn,5.6219352244,16.8658056731,16.8658056731
Sn,14.0548380609,19.6767732853,14.0548380609
Sn,11.2438704487,16.8658056731,11.2438704487
Sn,19.6767732853,14.0548380609,14.0548380609
Sn,16.8658056731,16.8658056731,16.8658056731
