ATOM_TYPE,X_COORD,Y_COORD,Z_COORD
Sn,3.1038751617,9.3116254851,3.1038751617
Sn,0.0000000000,0.0000000000,6.2077503234
Sn,3.1038751617,3.1038751617,9.3116254851
Sn,0.0000000000,6.2077503234,0.0000000000
Sn,9.3116254851,9.3116254851,9.3116254851
Sn,6.2077503234,0.0000000000,0.0000000000
Sn,9.3116254851,3.1038751617,3.1038751617
Sn,6.2077503234,6.2077503234,6.2077503234
Sn,15.5193758084,9.3116254851,3.1038751617
Sn,12.4155006467,0.0000000000,6.2077503234
Sn,15.5193758084,3.1038751617,9.3116254851
Sn,12.4155006467,6.2077503234,0.0000000000
Sn,21.7271261318,9.3116254851,9.3116254851
Sn,18.6232509701,0.0000000000,0.0000000000
Sn,21.7271261318,3.1038751617,3.1038751617
Sn,18.6232509701,6.2077503234,6.2077503234
Sn,3.1038751617,21.7271261318,3.1038751617
Sn,0.0000000000,12.4155006467,6.2077503234
Sn,3.1038751617,15.5193758084,9.3116254851
Sn,0.0000000000,18.6232509701,0.0000000000
Sn,9.3116254851,21.7271261318,9.3116254851
Sn,6.2077503234,12.4155006467,0.0000000000
Sn,9.3116254851,15.5193758084,3.1038751617
Sn,6.2077503234,18.6232509701,6.2077503234
Sn,15.5193758084,21.7271261318,3.1038751617
Sn,12.4155006467,12.4155006467,6.2077503234
Sn,15.5193758084,15.5193758084,9.3116254851
Sn,12.4155006467,18.6232509701,0.0000000000
Sn,21.7271261318,21.7271261318,9.3116254851
Sn,18.6232509701,12.4155006467,0.0000000000
Sn,21.7271261318,15.5193758084,3.1038751617
Sn,18.6232509701,18.6232509701,6.2077503234
Sn,3.1038751617,9.3116254851,15.5193758084
Sn,0.0000000000,0.0000000000,18.6232509701
Sn,3.1038751617,3.1038751617,21.7271261318
Sn,0.0000000000,6.2077503234,12.4155006467
Sn,9.3116254851,9.3116254851,21.7271261318
Sn,6.2077503234,0.0000000000,12.4155006467
Sn,9.3116254851,3.1038751617,15.5193758084
Sn,6.2077503234,6.2077503234,18.6232509701
Sn,15.5193758084,9.3116254851,15.5193758084
Sn,12.4155006467,0.0000000000,18.6232509701
Sn,15.5193758084,3.1038751617,21.7271261318
Sn,12.4155006467,6.2077503234,12.4155006467
Sn,21.7271261318,9.3116254851,21.7271261318
Sn,18.6232509701,0.0000000000,12.4155006467
Sn,21.7271261318,3.1038751617,15.5193758084
Sn,18.6232509701,6.2077503234,18.6232509701
Sn,3.1038751617,21.7271261318,15.5193758084
Sn,0.0000000000,12.4155006467,18.6232509701
Sn,3.1038751617,15.5193758084,21.7271261318
Sn,0.0000000000,18.6232509701,12.4155006467
Sn,9.3116254851,21.7271261318,21.7271261318
Sn,6.2077503234,12.4155006467,12.4155006467
Sn,9.3116254851,15.5193758084,15.5193758084
Sn,6.2077503234,18.6232509701,18.6232509701
Sn,15.5193758084,21.7271261318,15.5193758084
Sn,12.4155006467,12.4155006467,18.6232509701
Sn,15.5193758084,15.5193758084,21.7271261318
Sn,12.4155006467,18.6232509701,12.4155006467
Sn,21.7271261318,21.7271261318,21.7271261318
Sn,18.6232509701,12.4155006467,12.4155006467
Sn,21.7271261318,15.5193758084,15.5193758084
Sn,18.6232509701,18.6232509701,18.6232509701
