ATOM_TYPE,X_COORD,Y_COORD,Z_COORD
Si,2.5971923442,7.7915770326,2.5971923442
Si,0.0000000000,0.0000000000,5.1943846884
Si,0.0000000000,5.1943846884,0.0000000000
Si,5.1943846884,0.0000000000,0.0000000000
Si,7.7915770326,2.5971923442,2.5971923442
Si,12.9859617210,7.7915770326,2.5971923442
Si,12.9859617210,2.5971923442,7.7915770326
Si,10.3887693768,5.1943846884,0.0000000000
Si,18.1803464094,2.5971923442,2.5971923442
Si,15.5831540652,5.1943846884,5.1943846884
Si,2.5971923442,18.1803464094,2.5971923442
Si,0.0000000000,10.3887693768,5.1943846884
Si,2.5971923442,12.9859617210,7.7915770326
Si,0.0000000000,15.5831540652,0.0000000000
Si,7.7915770326,18.1803464094,7.7915770326
Si,7.7915770326,12.9859617210,2.5971923442
Si,12.9859617210,18.1803464094,2.5971923442
Si,10.3887693768,15.5831540652,0.0000000000
Si,18.1803464094,18.1803464094,7.7915770326
Si,15.5831540652,10.3887693768,0.0000000000
Si,18.1803464094,12.9859617210,2.5971923442
Si,2.5971923442,7.7915770326,12.9859617210
Si,0.0000000000,0.0000000000,15.5831540652
Si,2.5971923442,2.5971923442,18.1803464094
Si,7.7915770326,7.7915770326,18.1803464094
Si,5.1943846884,0.0000000000,10.3887693768
Si,7.7915770326,2.5971923442,12.9859617210
Si,5.1943846884,5.1943846884,15.5831540652
Si,12.9859617210,7.7915770326,12.9859617210
Si,10.3887693768,0.0000000000,15.5831540652
Si,12.9859617210,2.5971923442,18.1803464094
Si,10.3887693768,5.1943846884,10.3887693768
Si,18.1803464094,7.7915770326,18.1803464094
Si,15.5831540652,0.0000000000,10.3887693768
Si,18.1803464094,2.5971923442,12.9859617210
Si,15.5831540652,5.1943846884,15.5831540652
Si,2.5971923442,18.1803464094,12.9859617210
Si,2.5971923442,12.9859617210,18.1803464094
Si,7.7915770326,18.1803464094,18.1803464094
Si,5.1943846884,10.3887693768,10.3887693768
Si,5.1943846884,15.5831540652,15.5831540652
Si,10.3887693768,10.3887693768,15.5831540652
Si,12.9859617210,12.9859617210,18.1803464094
Si,10.3887693768,15.5831540652,10.3887693768
Si,18.1803464094,18.1803464094,18.1803464094
Si,15.5831540652,10.3887693768,10.3887693768
Si,18.1803464094,12.9859617210,12.9859617210
Si,15.5831540652,15.5831540652,15.5831540652
Ge,2.5971923442,2.5971923442,7.7915770326
Ge,7.7915770326,7.7915770326,7.7915770326
Ge,5.1943846884,5.1943846884,5.1943846884
Ge,10.3887693768,0.0000000000,5.1943846884
Ge,18.1803464094,7.7915770326,7.7915770326
Ge,15.5831540652,0.0000000000,0.0000000000
Ge,5.1943846884,10.3887693768,0.0000000000
Ge,5.1943846884,15.5831540652,5.1943846884
Ge,10.3887693768,10.3887693768,5.1943846884
Ge,12.9859617210,12.9859617210,7.7915770326
Ge,15.5831540652,15.5831540652,5.1943846884
Ge,0.0000000000,5.1943846884,10.3887693768
Ge,0.0000000000,10.3887693768,15.5831540652
Ge,0.0000000000,15.5831540652,10.3887693768
Ge,7.7915770326,12.9859617210,12.9859617210
Ge,12.9859617210,18.1803464094,12.9859617210
