ATOM_TYPE,X_COORD,Y_COORD,Z_COORD
Si,2.7046705176,8.1140115528,2.7046705176
Si,0.0000000000,0.0000000000,5.4093410352
Si,5.4093410352,0.0000000000,0.0000000000
Si,8.1140115528,2.7046705176,2.7046705176
Si,5.4093410352,5.4093410352,5.4093410352
Si,13.5233525880,2.7046705176,8.1140115528
Si,18.9326936232,8.1140115528,8.1140115528
Si,0.0000000000,10.8186820704,5.4093410352
Si,0.0000000000,16.2280231056,0.0000000000
Si,10.8186820704,10.8186820704,5.4093410352
Si,16.2280231056,10.8186820704,0.0000000000
Si,16.2280231056,5.4093410352,16.2280231056
Si,0.0000000000,10.8186820704,16.2280231056
Si,2.7046705176,13.5233525880,18.9326936232
Si,8.1140115528,13.5233525880,13.5233525880
Si,18.9326936232,18.9326936232,18.9326936232
Ge,2.7046705176,2.7046705176,8.1140115528
Ge,0.0000000000,5.4093410352,0.0000000000
Ge,8.1140115528,8.1140115528,8.1140115528
Ge,13.5233525880,8.1140115528,2.7046705176
Ge,10.8186820704,0.0000000000,5.4093410352
Ge,10.8186820704,5.4093410352,0.0000000000
Ge,16.2280231056,5.4093410352,5.4093410352
Ge,2.7046705176,18.9326936232,2.7046705176
Ge,2.7046705176,13.5233525880,8.1140115528
Ge,5.4093410352,10.8186820704,0.0000000000
Ge,8.1140115528,13.5233525880,2.7046705176
Ge,5.4093410352,16.2280231056,5.4093410352
Ge,10.8186820704,16.2280231056,0.0000000000
Ge,18.9326936232,18.9326936232,8.1140115528
Ge,18.9326936232,13.5233525880,2.7046705176
Ge,16.2280231056,16.2280231056,5.4093410352
Ge,2.7046705176,8.1140115528,13.5233525880
Ge,0.0000000000,0.0000000000,16.2280231056
Ge,0.0000000000,5.4093410352,10.8186820704
Ge,8.1140115528,8.1140115528,18.9326936232
Ge,5.4093410352,0.0000000000,10.8186820704
Ge,8.1140115528,2.7046705176,13.5233525880
Ge,5.4093410352,5.4093410352,16.2280231056
Ge,13.5233525880,8.1140115528,13.5233525880
Ge,10.8186820704,0.0000000000,16.2280231056
Ge,13.5233525880,2.7046705176,18.9326936232
Ge,10.8186820704,5.4093410352,10.8186820704
Ge,18.9326936232,8.1140115528,18.9326936232
Ge,18.9326936232,2.7046705176,13.5233525880
Ge,2.7046705176,18.9326936232,13.5233525880
Ge,8.1140115528,18.9326936232,18.9326936232
Ge,5.4093410352,10.8186820704,10.8186820704
Ge,5.4093410352,16.2280231056,16.2280231056
Ge,13.5233525880,18.9326936232,13.5233525880
Ge,10.8186820704,10.8186820704,16.2280231056
Ge,13.5233525880,13.5233525880,18.9326936232
Ge,10.8186820704,16.2280231056,10.8186820704
Ge,16.2280231056,10.8186820704,10.8186820704
Ge,18.9326936232,13.5233525880,13.5233525880
Ge,16.2280231056,16.2280231056,16.2280231056
Sn,16.2280231056,0.0000000000,0.0000000000
Sn,18.9326936232,2.7046705176,2.7046705176
Sn,8.1140115528,18.9326936232,8.1140115528
Sn,13.5233525880,18.9326936232,2.7046705176
Sn,13.5233525880,13.5233525880,8.1140115528
Sn,2.7046705176,2.7046705176,18.9326936232
Sn,16.2280231056,0.0000000000,10.8186820704
Sn,0.0000000000,16.2280231056,10.8186820704
