ATOM_TYPE,X_COORD,Y_COORD,Z_COORD
Si,0.0000000000,0.0000000000,5.4069788776
Si,2.7034894388,2.7034894388,8.1104683163
Si,0.0000000000,5.4069788776,0.0000000000
Si,8.1104683163,8.1104683163,8.1104683163
Si,5.4069788776,0.0000000000,0.0000000000
Si,8.1104683163,2.7034894388,2.7034894388
Si,5.4069788776,5.4069788776,5.4069788776
Si,10.8139577551,5.4069788776,0.0000000000
Si,18.9244260714,8.1104683163,8.1104683163
Si,16.2209366327,0.0000000000,0.0000000000
Si,18.9244260714,2.7034894388,2.7034894388
Si,2.7034894388,18.9244260714,2.7034894388
Si,0.0000000000,10.8139577551,5.4069788776
Si,2.7034894388,13.5174471939,8.1104683163
Si,0.0000000000,16.2209366327,0.0000000000
Si,8.1104683163,18.9244260714,8.1104683163
Si,5.4069788776,10.8139577551,0.0000000000
Si,8.1104683163,13.5174471939,2.7034894388
Si,5.4069788776,16.2209366327,5.4069788776
Si,13.5174471939,13.5174471939,8.1104683163
Si,10.8139577551,16.2209366327,0.0000000000
Si,18.9244260714,18.9244260714,8.1104683163
Si,16.2209366327,10.8139577551,0.0000000000
Si,18.9244260714,13.5174471939,2.7034894388
Si,16.2209366327,16.2209366327,5.4069788776
Si,2.7034894388,8.1104683163,13.5174471939
Si,0.0000000000,0.0000000000,16.2209366327
Si,2.7034894388,2.7034894388,18.9244260714
Si,0.0000000000,5.4069788776,10.8139577551
Si,8.1104683163,8.1104683163,18.9244260714
Si,5.4069788776,0.0000000000,10.8139577551
Si,5.4069788776,5.4069788776,16.2209366327
Si,13.5174471939,2.7034894388,18.9244260714
Si,10.8139577551,5.4069788776,10.8139577551
Si,16.2209366327,0.0000000000,10.8139577551
Si,16.2209366327,5.4069788776,16.2209366327
Si,2.7034894388,18.9244260714,13.5174471939
Si,0.0000000000,10.8139577551,16.2209366327
Si,0.0000000000,16.2209366327,10.8139577551
Si,8.1104683163,18.9244260714,18.9244260714
Si,5.4069788776,10.8139577551,10.8139577551
Si,5.4069788776,16.2209366327,16.2209366327
Si,13.5174471939,18.9244260714,13.5174471939
Si,13.5174471939,13.5174471939,18.9244260714
Si,10.8139577551,16.2209366327,10.8139577551
Si,18.9244260714,18.9244260714,18.9244260714
Si,16.2209366327,10.8139577551,10.8139577551
Si,18.9244260714,13.5174471939,13.5174471939
Sn,2.7034894388,8.1104683163,2.7034894388
Sn,13.5174471939,8.1104683163,2.7034894388
Sn,10.8139577551,0.0000000000,5.4069788776
Sn,13.5174471939,2.7034894388,8.1104683163
Sn,16.2209366327,5.4069788776,5.4069788776
Sn,13.5174471939,18.9244260714,2.7034894388
Sn,10.8139577551,10.8139577551,5.4069788776
Sn,8.1104683163,2.7034894388,13.5174471939
Sn,13.5174471939,8.1104683163,13.5174471939
Sn,10.8139577551,0.0000000000,16.2209366327
Sn,18.9244260714,8.1104683163,18.9244260714
Sn,18.9244260714,2.7034894388,13.5174471939
Sn,2.7034894388,13.5174471939,18.9244260714
Sn,8.1104683163,13.5174471939,13.5174471939
Sn,10.8139577551,10.8139577551,16.2209366327
Sn,16.2209366327,16.2209366327,16.2209366327
