ATOM_TYPE,X_COORD,Y_COORD,Z_COORD
Si,2.7714014714,8.3142044143,2.7714014714
Si,8.3142044143,8.3142044143,8.3142044143
Si,0.0000000000,11.0856058857,5.5428029428
Si,13.8570073571,13.8570073571,8.3142044143
Si,16.6284088285,11.0856058857,0.0000000000
Si,2.7714014714,8.3142044143,13.8570073571
Si,8.3142044143,2.7714014714,13.8570073571
Si,16.6284088285,16.6284088285,16.6284088285
Ge,0.0000000000,0.0000000000,5.5428029428
Ge,0.0000000000,5.5428029428,0.0000000000
Ge,8.3142044143,2.7714014714,2.7714014714
Ge,5.5428029428,5.5428029428,5.5428029428
Ge,11.0856058857,0.0000000000,5.5428029428
Ge,13.8570073571,2.7714014714,8.3142044143
Ge,11.0856058857,5.5428029428,0.0000000000
Ge,19.3998103000,8.3142044143,8.3142044143
Ge,16.6284088285,0.0000000000,0.0000000000
Ge,16.6284088285,5.5428029428,5.5428029428
Ge,2.7714014714,19.3998103000,2.7714014714
Ge,0.0000000000,16.6284088285,0.0000000000
Ge,8.3142044143,19.3998103000,8.3142044143
Ge,5.5428029428,11.0856058857,0.0000000000
Ge,8.3142044143,13.8570073571,2.7714014714
Ge,13.8570073571,19.3998103000,2.7714014714
Ge,11.0856058857,11.0856058857,5.5428029428
Ge,19.3998103000,19.3998103000,8.3142044143
Ge,19.3998103000,13.8570073571,2.7714014714
Ge,16.6284088285,16.6284088285,5.5428029428
Ge,0.0000000000,0.0000000000,16.6284088285
Ge,2.7714014714,2.7714014714,19.3998103000
Ge,0.0000000000,5.5428029428,11.0856058857
Ge,8.3142044143,8.3142044143,19.3998103000
Ge,5.5428029428,0.0000000000,11.0856058857
Ge,5.5428029428,5.5428029428,16.6284088285
Ge,11.0856058857,0.0000000000,16.6284088285
Ge,13.8570073571,2.7714014714,19.3998103000
Ge,19.3998103000,8.3142044143,19.3998103000
Ge,19.3998103000,2.7714014714,13.8570073571
Ge,16.6284088285,5.5428029428,16.6284088285
Ge,0.0000000000,11.0856058857,16.6284088285
Ge,0.0000000000,16.6284088285,11.0856058857
Ge,5.5428029428,11.0856058857,11.0856058857
Ge,5.5428029428,16.6284088285,16.6284088285
Ge,13.8570073571,19.3998103000,13.8570073571
Ge,11.0856058857,11.0856058857,16.6284088285
Ge,11.0856058857,16.6284088285,11.0856058857
Ge,19.3998103000,19.3998103000,19.3998103000
Ge,16.6284088285,11.0856058857,11.0856058857
Sn,2.7714014714,2.7714014714,8.3142044143
Sn,5.5428029428,0.0000000000,0.0000000000
Sn,13.8570073571,8.3142044143,2.7714014714
Sn,19.3998103000,2.7714014714,2.7714014714
Sn,2.7714014714,13.8570073571,8.3142044143
Sn,5.5428029428,16.6284088285,5.5428029428
Sn,11.0856058857,16.6284088285,0.0000000000
Sn,13.8570073571,8.3142044143,13.8570073571
Sn,11.0856058857,5.5428029428,11.0856058857
Sn,16.6284088285,0.0000000000,11.0856058857
Sn,2.7714014714,19.3998103000,13.8570073571
Sn,2.7714014714,13.8570073571,19.3998103000
Sn,8.3142044143,19.3998103000,19.3998103000
Sn,8.3142044143,13.8570073571,13.8570073571
Sn,13.8570073571,13.8570073571,19.3998103000
Sn,19.3998103000,13.8570073571,13.8570073571
